session_result_key,driver_id,team_id,grand_prix_id,result_outcome_key,result_weather_context_key,result_data_quality_key,session_type,position,grid_position,q1_ms,q2_ms,q3_ms,gap_to_leader_ms,points,laps
1621,leclerc,ferrari,41,6,3,1,R,3,12,,,,7501,15.0,56
1622,perez,red_bull,41,6,3,1,R,4,9,,,,8293,12.0,56
1623,russell,mercedes,41,6,3,1,R,5,4,,,,44815,11.0,56
1624,norris,mclaren,41,6,3,1,R,6,6,,,,53785,8.0,56
1625,alonso,alpine,41,6,3,1,R,7,14,,,,55078,6.0,56
1626,vettel,aston_martin,41,6,3,1,R,8,10,,,,65354,4.0,56
1627,kevin_magnussen,haas,41,6,3,1,R,9,13,,,,65834,2.0,56
1628,tsunoda,alphatauri,41,6,3,1,R,10,19,,,,70919,1.0,56
1629,ocon,alpine,41,6,3,1,R,11,0,,,,72875,0.0,56
1630,zhou,alfa,41,6,3,1,R,12,18,,,,76164,0.0,56
1631,albon,williams,41,6,3,1,R,13,8,,,,80057,0.0,56
1632,gasly,alphatauri,41,6,3,1,R,14,11,,,,81763,0.0,56
1633,mick_schumacher,haas,41,6,3,1,R,15,16,,,,84490,0.0,56
1634,ricciardo,mclaren,41,6,3,1,R,16,15,,,,90487,0.0,56
1635,latifi,williams,41,6,3,1,R,17,17,,,,103588,0.0,56
1636,stroll,aston_martin,41,4,3,2,R,18,5,,,,,0.0,21
1637,bottas,alfa,41,2,3,2,R,19,7,,,,,0.0,16
1638,sainz,ferrari,41,4,3,2,R,20,1,,,,,0.0,1
1639,max_verstappen,red_bull,42,11,9,1,Q,1,,79222,78566,77775,,,
1640,russell,mercedes,42,11,9,1,Q,2,,79583,78565,78079,,,
1641,hamilton,mercedes,42,11,9,1,Q,3,,79169,78552,78084,,,
1642,perez,red_bull,42,11,9,1,Q,4,,79706,78615,78128,,,
1643,sainz,ferrari,42,11,9,1,Q,5,,79566,78560,78351,,,
1644,bottas,alfa,42,11,9,1,Q,6,,79523,78762,78401,,,
1645,leclerc,ferrari,42,11,9,1,Q,7,,79505,79109,78555,,,
1646,norris,mclaren,42,11,9,1,Q,8,,79857,79119,78721,,,
1647,alonso,alpine,42,11,9,1,Q,9,,80006,79272,78939,,,
1648,ocon,alpine,42,11,9,1,Q,10,,79945,79081,79010,,,
1649,ricciardo,mclaren,42,11,9,1,Q,11,,80279,79325,,,,
1650,zhou,alfa,42,11,9,1,Q,12,,80283,79476,,,,
1651,tsunoda,alphatauri,42,11,9,1,Q,13,,79907,79589,,,,
1652,gasly,alphatauri,42,11,9,1,Q,14,,80256,79672,,,,
1653,kevin_magnussen,haas,42,11,9,1,Q,15,,80293,79833,,,,
1654,mick_schumacher,haas,42,11,9,1,Q,16,,80419,,,,,
1655,vettel,aston_martin,42,11,9,1,Q,17,,80419,,,,,
1656,stroll,aston_martin,42,11,9,1,Q,18,,80520,,,,,
1657,albon,williams,42,11,9,1,Q,19,,80859,,,,,
1658,latifi,williams,42,11,9,1,Q,20,,81167,,,,,
1659,max_verstappen,red_bull,42,6,12,1,R,1,1,,,,0,25.0,71
1660,hamilton,mercedes,42,6,12,1,R,2,3,,,,15186,18.0,71
1661,perez,red_bull,42,6,12,1,R,3,4,,,,18097,15.0,71
1662,russell,mercedes,42,6,12,1,R,4,2,,,,49431,13.0,71
1663,sainz,ferrari,42,6,12,1,R,5,5,,,,58123,10.0,71
1664,leclerc,ferrari,42,6,12,1,R,6,7,,,,68774,8.0,71
1665,ricciardo,mclaren,42,7,12,2,R,7,11,,,,,6.0,70
1666,ocon,alpine,42,7,12,2,R,8,10,,,,,4.0,70
1667,norris,mclaren,42,7,12,2,R,9,8,,,,,2.0,70
1668,bottas,alfa,42,7,12,2,R,10,6,,,,,1.0,70
1669,gasly,alphatauri,42,7,12,2,R,11,14,,,,,0.0,70
1670,albon,williams,42,7,12,2,R,12,17,,,,,0.0,70
1671,zhou,alfa,42,7,12,2,R,13,12,,,,,0.0,70
1672,vettel,aston_martin,42,7,12,2,R,14,16,,,,,0.0,70
1673,stroll,aston_martin,42,7,12,2,R,15,20,,,,,0.0,70
1674,mick_schumacher,haas,42,7,12,2,R,16,15,,,,,0.0,70
1675,kevin_magnussen,haas,42,7,12,2,R,17,19,,,,,0.0,70
1676,latifi,williams,42,7,12,2,R,18,18,,,,,0.0,69
1677,alonso,alpine,42,15,12,2,R,19,9,,,,,0.0,63
1678,tsunoda,alphatauri,42,4,12,2,R,20,13,,,,,0.0,50
1679,kevin_magnussen,haas,43,11,16,1,Q,1,,73954,71410,71674,,,
1680,max_verstappen,red_bull,43,11,16,1,Q,2,,73625,70881,71877,,,
1681,russell,mercedes,43,11,16,1,Q,3,,74427,71318,72059,,,
1682,norris,mclaren,43,11,16,1,Q,4,,73106,71377,72263,,,
1683,sainz,ferrari,43,11,16,1,Q,5,,74680,70890,72357,,,
1684,ocon,alpine,43,11,16,1,Q,6,,74663,71587,72425,,,
1685,alonso,alpine,43,11,16,1,Q,7,,73542,71394,72504,,,
1686,hamilton,mercedes,43,11,16,1,Q,8,,73403,71539,72611,,,
1687,perez,red_bull,43,11,16,1,Q,9,,73613,71456,75601,,,
1688,leclerc,ferrari,43,11,16,3,Q,10,,74486,70950,,,,
1689,albon,williams,43,11,16,1,Q,11,,74324,71631,,,,
1690,gasly,alphatauri,43,11,16,1,Q,12,,74371,71675,,,,
1691,vettel,aston_martin,43,11,16,1,Q,13,,73597,71678,,,,
1692,ricciardo,mclaren,43,11,16,1,Q,14,,74931,72140,,,,
1693,stroll,aston_martin,43,11,16,1,Q,15,,74398,72210,,,,
1694,latifi,williams,43,11,16,1,Q,16,,75095,,,,,
1695,zhou,alfa,43,11,16,1,Q,17,,75197,,,,,
1696,bottas,alfa,43,11,16,1,Q,18,,75486,,,,,
1697,tsunoda,alphatauri,43,11,16,1,Q,19,,76264,,,,,
1698,mick_schumacher,haas,43,11,16,1,Q,20,,76361,,,,,
1699,russell,mercedes,43,6,9,1,R,1,1,,,,0,26.0,71
1700,hamilton,mercedes,43,6,9,1,R,2,2,,,,1529,18.0,71
1701,sainz,ferrari,43,6,9,1,R,3,7,,,,4051,15.0,71
1702,leclerc,ferrari,43,6,9,1,R,4,5,,,,8441,12.0,71
1703,alonso,alpine,43,6,9,1,R,5,17,,,,9561,10.0,71
1704,max_verstappen,red_bull,43,6,9,1,R,6,3,,,,10056,8.0,71
1705,perez,red_bull,43,6,9,1,R,7,4,,,,14080,6.0,71
1706,ocon,alpine,43,6,9,1,R,8,16,,,,18690,4.0,71
1707,bottas,alfa,43,6,9,1,R,9,14,,,,22552,2.0,71
1708,stroll,aston_martin,43,6,9,1,R,10,15,,,,23552,1.0,71
1709,vettel,aston_martin,43,6,9,1,R,11,9,,,,26183,0.0,71
1710,zhou,alfa,43,6,9,1,R,12,13,,,,29325,0.0,71
1711,mick_schumacher,haas,43,6,9,1,R,13,12,,,,29899,0.0,71
1712,gasly,alphatauri,43,6,9,1,R,14,10,,,,31867,0.0,71
1713,albon,williams,43,6,9,1,R,15,19,,,,36016,0.0,71
1714,latifi,williams,43,6,9,1,R,16,18,,,,37038,0.0,71
1715,tsunoda,alphatauri,43,7,9,2,R,17,0,,,,,0.0,70
1716,norris,mclaren,43,9,9,2,R,18,6,,,,,0.0,50
1717,kevin_magnussen,haas,43,4,9,2,R,19,8,,,,,0.0,0
1718,ricciardo,mclaren,43,4,9,2,R,20,11,,,,,0.0,0
1719,max_verstappen,red_bull,44,11,4,1,Q,1,,84754,84622,83824,,,
1720,perez,red_bull,44,11,4,1,Q,2,,84820,84419,84052,,,
1721,leclerc,ferrari,44,11,4,1,Q,3,,85211,84517,84092,,,
1722,sainz,ferrari,44,11,4,1,Q,4,,85090,84521,84242,,,
1723,hamilton,mercedes,44,11,4,1,Q,5,,85594,84774,84508,,,
1724,russell,mercedes,44,11,4,1,Q,6,,85545,84940,84511,,,
1725,norris,mclaren,44,11,4,1,Q,7,,85387,84903,84769,,,
1726,ocon,alpine,44,11,4,1,Q,8,,85735,85007,84830,,,
1727,vettel,aston_martin,44,11,4,1,Q,9,,85523,84974,84961,,,
1728,ricciardo,mclaren,44,11,4,1,Q,10,,85766,85068,85045,,,
1729,alonso,alpine,44,11,4,1,Q,11,,85782,85096,,,,
1730,tsunoda,alphatauri,44,11,4,1,Q,12,,85630,85219,,,,
1731,mick_schumacher,haas,44,11,4,1,Q,13,,85711,85225,,,,
1732,stroll,aston_martin,44,11,4,1,Q,14,,85741,85359,,,,
1733,zhou,alfa,44,11,4,1,Q,15,,85594,85408,,,,
1734,kevin_magnussen,haas,44,11,4,1,Q,16,,85834,,,,,
1735,gasly,alphatauri,44,11,4,1,Q,17,,85859,,,,,
1736,albon,williams,44,11,4,1,Q,19,,86028,,,,,
1737,latifi,williams,44,11,4,1,Q,20,,86054,,,,,
1738,max_verstappen,red_bull,44,6,5,1,R,1,1,,,,0,25.0,58
1739,leclerc,ferrari,44,6,5,1,R,2,3,,,,8771,18.0,58
1740,perez,red_bull,44,6,5,1,R,3,2,,,,10093,15.0,58
1741,sainz,ferrari,44,6,5,1,R,4,4,,,,24892,12.0,58
1742,russell,mercedes,44,6,5,1,R,5,6,,,,35888,10.0,58
1743,norris,mclaren,44,6,5,1,R,6,7,,,,56234,9.0,58
1744,ocon,alpine,44,6,5,1,R,7,8,,,,57240,6.0,58
1745,stroll,aston_martin,44,6,5,1,R,8,14,,,,76931,4.0,58
1746,ricciardo,mclaren,44,6,5,1,R,9,13,,,,83268,2.0,58
1747,vettel,aston_martin,44,6,5,1,R,10,9,,,,83898,1.0,58
1748,tsunoda,alphatauri,44,6,5,1,R,11,11,,,,89371,0.0,58
1749,zhou,alfa,44,7,5,2,R,12,15,,,,,0.0,57
1750,albon,williams,44,7,5,2,R,13,19,,,,,0.0,57
1751,gasly,alphatauri,44,7,5,2,R,14,17,,,,,0.0,57
1752,bottas,alfa,44,7,5,2,R,15,18,,,,,0.0,57
1753,mick_schumacher,haas,44,7,5,2,R,16,12,,,,,0.0,57
1754,kevin_magnussen,haas,44,7,5,2,R,17,16,,,,,0.0,57
1755,hamilton,mercedes,44,8,5,2,R,18,5,,,,,0.0,55
1756,latifi,williams,44,3,5,2,R,19,20,,,,,0.0,55
1757,alonso,alpine,44,9,5,2,R,20,10,,,,,0.0,27
