session_result_key,driver_id,team_id,grand_prix_id,result_outcome_key,result_weather_context_key,result_data_quality_key,session_type,position,grid_position,q1_ms,q2_ms,q3_ms,gap_to_leader_ms,points,laps
869,ocon,alpine,22,6,10,1,R,9,9,,,,64026,2.0,58
870,leclerc,ferrari,22,6,10,1,R,10,7,,,,66057,1.0,58
871,vettel,aston_martin,22,6,10,1,R,11,15,,,,67527,0.0,58
872,ricciardo,mclaren,22,7,10,2,R,12,10,,,,,0.0,57
873,stroll,aston_martin,22,7,10,2,R,13,13,,,,,0.0,57
874,mick_schumacher,haas,22,7,10,2,R,14,19,,,,,0.0,57
875,perez,red_bull,22,15,10,2,R,15,4,,,,,0.0,55
876,latifi,williams,22,2,10,2,R,16,16,,,,,0.0,50
877,giovinazzi,alfa,22,9,10,2,R,17,14,,,,,0.0,33
878,russell,williams,22,9,10,2,R,18,17,,,,,0.0,26
879,raikkonen,alfa,22,9,10,2,R,19,18,,,,,0.0,25
880,leclerc,ferrari,23,11,6,1,Q,1,,91471,90932,90558,,,
881,max_verstappen,red_bull,23,11,6,1,Q,2,,91785,90757,90681,,,
882,sainz,ferrari,23,11,6,1,Q,3,,91567,90787,90687,,,
883,perez,red_bull,23,11,6,1,Q,4,,92311,91008,90921,,,
884,hamilton,mercedes,23,11,6,1,Q,5,,92285,91048,91238,,,
885,bottas,alfa,23,11,6,1,Q,6,,91919,91717,91560,,,
886,kevin_magnussen,haas,23,11,6,1,Q,7,,91955,91461,91808,,,
887,alonso,alpine,23,11,6,1,Q,8,,92346,91621,92195,,,
888,russell,mercedes,23,11,6,1,Q,9,,92269,91252,92216,,,
889,gasly,alphatauri,23,11,6,1,Q,10,,92096,91635,92338,,,
890,ocon,alpine,23,11,6,1,Q,11,,92041,91782,,,,
891,mick_schumacher,haas,23,11,6,1,Q,12,,92380,91998,,,,
892,norris,mclaren,23,11,6,1,Q,13,,92239,92008,,,,
893,albon,williams,23,11,6,1,Q,14,,92726,92664,,,,
894,zhou,alfa,23,11,6,1,Q,15,,92493,93543,,,,
895,tsunoda,alphatauri,23,11,6,1,Q,16,,92750,,,,,
896,hulkenberg,aston_martin,23,11,6,1,Q,17,,92777,,,,,
897,ricciardo,mclaren,23,11,6,1,Q,18,,92945,,,,,
898,stroll,aston_martin,23,11,6,1,Q,19,,93032,,,,,
899,latifi,williams,23,11,6,1,Q,20,,93634,,,,,
900,leclerc,ferrari,23,6,10,1,R,1,1,,,,0,26.0,57
901,sainz,ferrari,23,6,10,1,R,2,3,,,,5598,18.0,57
902,hamilton,mercedes,23,6,10,1,R,3,5,,,,9675,15.0,57
903,russell,mercedes,23,6,10,1,R,4,9,,,,11211,12.0,57
904,kevin_magnussen,haas,23,6,10,1,R,5,7,,,,14754,10.0,57
905,bottas,alfa,23,6,10,1,R,6,6,,,,16119,8.0,57
906,ocon,alpine,23,6,10,1,R,7,11,,,,19423,6.0,57
907,tsunoda,alphatauri,23,6,10,1,R,8,16,,,,20386,4.0,57
908,alonso,alpine,23,6,10,1,R,9,8,,,,22390,2.0,57
909,zhou,alfa,23,6,10,1,R,10,15,,,,23064,1.0,57
910,mick_schumacher,haas,23,6,10,1,R,11,12,,,,32574,0.0,57
911,stroll,aston_martin,23,6,10,1,R,12,19,,,,45873,0.0,57
912,albon,williams,23,6,10,1,R,13,14,,,,53932,0.0,57
913,ricciardo,mclaren,23,6,10,1,R,14,18,,,,54975,0.0,57
914,norris,mclaren,23,6,10,1,R,15,13,,,,56335,0.0,57
915,latifi,williams,23,6,10,1,R,16,20,,,,61795,0.0,57
916,hulkenberg,aston_martin,23,6,10,1,R,17,17,,,,63829,0.0,57
917,perez,red_bull,23,8,10,2,R,18,4,,,,,0.0,56
918,max_verstappen,red_bull,23,8,10,2,R,19,2,,,,,0.0,54
919,gasly,alphatauri,23,16,10,2,R,20,10,,,,,0.0,44
920,perez,red_bull,24,11,11,1,Q,1,,89705,88924,88200,,,
921,leclerc,ferrari,24,11,11,1,Q,2,,89039,88780,88225,,,
922,sainz,ferrari,24,11,11,1,Q,3,,88855,88686,88402,,,
923,max_verstappen,red_bull,24,11,11,1,Q,4,,88928,88945,88461,,,
924,ocon,alpine,24,11,11,1,Q,5,,90093,89584,89068,,,
925,russell,mercedes,24,11,11,1,Q,6,,89680,89618,89104,,,
926,alonso,alpine,24,11,11,1,Q,7,,89978,89295,89147,,,
927,bottas,alfa,24,11,11,1,Q,8,,89683,89404,89183,,,
928,gasly,alphatauri,24,11,11,1,Q,9,,89891,89418,89254,,,
929,kevin_magnussen,haas,24,11,11,1,Q,10,,89831,89546,89588,,,
930,norris,mclaren,24,11,11,1,Q,11,,89957,89651,,,,
931,ricciardo,mclaren,24,11,11,1,Q,12,,90009,89773,,,,
932,zhou,alfa,24,11,11,1,Q,13,,89978,89819,,,,
933,mick_schumacher,haas,24,11,11,1,Q,14,,90167,89920,,,,
934,stroll,aston_martin,24,11,11,1,Q,15,,90256,91009,,,,
935,hamilton,mercedes,24,11,11,1,Q,16,,90343,,,,,
936,albon,williams,24,11,11,1,Q,17,,90492,,,,,
937,hulkenberg,aston_martin,24,11,11,1,Q,18,,90543,,,,,
938,latifi,williams,24,11,11,1,Q,19,,91817,,,,,
939,tsunoda,alphatauri,24,11,11,3,Q,20,,,,,,,
940,max_verstappen,red_bull,24,6,11,1,R,1,4,,,,0,25.0,50
941,leclerc,ferrari,24,6,11,1,R,2,2,,,,549,19.0,50
942,sainz,ferrari,24,6,11,1,R,3,3,,,,8097,15.0,50
943,perez,red_bull,24,6,11,1,R,4,1,,,,10800,12.0,50
944,russell,mercedes,24,6,11,1,R,5,6,,,,32732,10.0,50
945,ocon,alpine,24,6,11,1,R,6,5,,,,56017,8.0,50
946,norris,mclaren,24,6,11,1,R,7,11,,,,56124,6.0,50
947,gasly,alphatauri,24,6,11,1,R,8,9,,,,62946,4.0,50
948,kevin_magnussen,haas,24,6,11,1,R,9,10,,,,64308,2.0,50
949,hamilton,mercedes,24,6,11,1,R,10,15,,,,73948,1.0,50
950,zhou,alfa,24,6,11,1,R,11,12,,,,82215,0.0,50
951,hulkenberg,aston_martin,24,6,11,1,R,12,17,,,,91742,0.0,50
952,stroll,aston_martin,24,7,11,2,R,13,13,,,,,0.0,49
953,albon,williams,24,3,11,2,R,14,16,,,,,0.0,47
954,bottas,alfa,24,13,11,2,R,15,8,,,,,0.0,36
955,alonso,alpine,24,9,11,2,R,16,7,,,,,0.0,35
956,ricciardo,mclaren,24,9,11,2,R,17,14,,,,,0.0,35
957,latifi,williams,24,2,11,2,R,18,18,,,,,0.0,14
958,tsunoda,alphatauri,24,16,11,2,R,19,19,,,,,0.0,0
959,leclerc,ferrari,25,11,10,1,Q,1,,78881,78606,77868,,,
960,max_verstappen,red_bull,25,11,10,1,Q,2,,78580,78611,78154,,,
961,perez,red_bull,25,11,10,1,Q,3,,78834,78340,78240,,,
962,norris,mclaren,25,11,10,1,Q,4,,79280,79066,78703,,,
963,hamilton,mercedes,25,11,10,1,Q,5,,79401,79106,78825,,,
964,russell,mercedes,25,11,10,1,Q,6,,79405,79076,78933,,,
965,ricciardo,mclaren,25,11,10,1,Q,7,,79665,79130,79032,,,
966,ocon,alpine,25,11,10,1,Q,8,,79605,79136,79061,,,
967,sainz,ferrari,25,11,10,1,Q,9,,78983,78469,79408,,,
968,alonso,alpine,25,11,10,3,Q,10,,79192,78815,,,,
969,gasly,alphatauri,25,11,10,1,Q,11,,79580,79226,,,,
970,bottas,alfa,25,11,10,1,Q,12,,79251,79410,,,,
971,tsunoda,alphatauri,25,11,10,1,Q,13,,79742,79424,,,,
972,zhou,alfa,25,11,10,1,Q,14,,79910,80155,,,,
973,mick_schumacher,haas,25,11,10,1,Q,15,,80104,80465,,,,
974,albon,williams,25,11,10,1,Q,16,,80135,,,,,
975,kevin_magnussen,haas,25,11,10,1,Q,17,,80254,,,,,
976,vettel,aston_martin,25,11,10,1,Q,18,,81149,,,,,
977,latifi,williams,25,11,10,1,Q,19,,81372,,,,,
978,stroll,aston_martin,25,11,10,3,Q,20,,,,,,,
979,leclerc,ferrari,25,6,12,1,R,1,1,,,,0,26.0,58
980,perez,red_bull,25,6,12,1,R,2,3,,,,20524,18.0,58
981,russell,mercedes,25,6,12,1,R,3,6,,,,25593,15.0,58
982,hamilton,mercedes,25,6,12,1,R,4,5,,,,28543,12.0,58
983,norris,mclaren,25,6,12,1,R,5,4,,,,53303,10.0,58
984,ricciardo,mclaren,25,6,12,1,R,6,7,,,,53737,8.0,58
985,ocon,alpine,25,6,12,1,R,7,8,,,,61683,6.0,58
986,bottas,alfa,25,6,12,1,R,8,12,,,,68439,4.0,58
987,gasly,alphatauri,25,6,12,1,R,9,11,,,,76221,2.0,58
988,albon,williams,25,6,12,1,R,10,20,,,,79382,1.0,58
989,zhou,alfa,25,6,12,1,R,11,14,,,,81695,0.0,58
990,stroll,aston_martin,25,6,12,1,R,12,19,,,,88598,0.0,58
991,mick_schumacher,haas,25,7,12,2,R,13,15,,,,,0.0,57
992,kevin_magnussen,haas,25,7,12,2,R,14,16,,,,,0.0,57
993,tsunoda,alphatauri,25,7,12,2,R,15,13,,,,,0.0,57
994,latifi,williams,25,7,12,2,R,16,18,,,,,0.0,57
995,alonso,alpine,25,7,12,2,R,17,10,,,,,0.0,57
996,max_verstappen,red_bull,25,9,12,2,R,18,2,,,,,0.0,38
997,vettel,aston_martin,25,2,12,2,R,19,17,,,,,0.0,22
998,sainz,ferrari,25,2,12,2,R,20,9,,,,,0.0,1
999,max_verstappen,red_bull,26,11,17,1,Q,1,,79295,78793,87999,,,
1000,leclerc,ferrari,26,11,17,1,Q,2,,78796,79584,88778,,,
1001,norris,mclaren,26,11,17,1,Q,3,,80168,79294,89131,,,
1002,kevin_magnussen,haas,26,11,17,1,Q,4,,80147,79902,89164,,,
1003,alonso,alpine,26,11,17,1,Q,5,,80198,79595,89202,,,
1004,ricciardo,mclaren,26,11,17,1,Q,6,,79980,80031,89742,,,
1005,perez,red_bull,26,11,17,1,Q,7,,79773,79296,89808,,,
1006,bottas,alfa,26,11,17,1,Q,8,,80419,80192,90439,,,
1007,vettel,aston_martin,26,11,17,1,Q,9,,80364,79957,91062,,,
1008,sainz,ferrari,26,11,17,3,Q,10,,79305,78990,,,,
1009,russell,mercedes,26,11,17,1,Q,11,,80383,80757,,,,
1010,mick_schumacher,haas,26,11,17,1,Q,12,,80422,80916,,,,
1011,hamilton,mercedes,26,11,17,1,Q,13,,80470,81138,,,,
1012,zhou,alfa,26,11,17,1,Q,14,,79730,81434,,,,
1013,stroll,aston_martin,26,11,17,1,Q,15,,80342,88119,,,,
1014,tsunoda,alphatauri,26,11,17,1,Q,16,,80474,,,,,
1015,gasly,alphatauri,26,11,17,1,Q,17,,80732,,,,,
1016,latifi,williams,26,11,17,1,Q,18,,81971,,,,,
1017,ocon,alpine,26,11,17,1,Q,19,,82338,,,,,
1018,albon,williams,26,11,17,3,Q,20,,,,,,,
1019,max_verstappen,red_bull,26,6,6,1,R,1,1,,,,0,26.0,63
1020,perez,red_bull,26,6,6,1,R,2,3,,,,16527,18.0,63
1021,norris,mclaren,26,6,6,1,R,3,5,,,,34834,15.0,63
1022,russell,mercedes,26,6,6,1,R,4,11,,,,42506,12.0,63
1023,bottas,alfa,26,6,6,1,R,5,7,,,,43181,10.0,63
1024,leclerc,ferrari,26,6,6,1,R,6,2,,,,56072,8.0,63
1025,tsunoda,alphatauri,26,6,6,1,R,7,12,,,,61110,6.0,63
1026,vettel,aston_martin,26,6,6,1,R,8,13,,,,70892,4.0,63
1027,kevin_magnussen,haas,26,6,6,1,R,9,8,,,,75260,2.0,63
1028,stroll,aston_martin,26,7,6,2,R,10,15,,,,,1.0,62
1029,albon,williams,26,7,6,2,R,11,18,,,,,0.0,62
1030,gasly,alphatauri,26,7,6,2,R,12,17,,,,,0.0,62
1031,hamilton,mercedes,26,7,6,2,R,13,14,,,,,0.0,62
1032,ocon,alpine,26,7,6,2,R,14,16,,,,,0.0,62
1033,zhou,alfa,26,7,6,2,R,15,0,,,,,0.0,62
1034,latifi,williams,26,7,6,2,R,16,19,,,,,0.0,62
1035,mick_schumacher,haas,26,7,6,2,R,17,10,,,,,0.0,62
1036,ricciardo,mclaren,26,7,6,2,R,18,6,,,,,0.0,62
1037,alonso,alpine,26,4,6,2,R,19,9,,,,,0.0,6
1038,sainz,ferrari,26,4,6,2,R,20,4,,,,,0.0,0
1039,leclerc,ferrari,27,11,1,1,Q,1,,89474,89130,88796,,,
1040,sainz,ferrari,27,11,1,1,Q,2,,90079,89729,88986,,,
1041,max_verstappen,red_bull,27,11,1,1,Q,3,,89836,89202,88991,,,
1042,perez,red_bull,27,11,1,1,Q,4,,90055,89673,89036,,,
1043,bottas,alfa,27,11,1,1,Q,5,,90845,89751,89475,,,
1044,hamilton,mercedes,27,11,1,1,Q,6,,90388,89797,89625,,,
1045,gasly,alphatauri,27,11,1,1,Q,7,,90779,90128,89690,,,
1046,norris,mclaren,27,11,1,1,Q,8,,90761,89634,89750,,,
1047,tsunoda,alphatauri,27,11,1,1,Q,9,,90485,90031,89932,,,
1048,stroll,aston_martin,27,11,1,1,Q,10,,90441,89996,90676,,,
1049,alonso,alpine,27,11,1,1,Q,11,,90407,90160,,,,
1050,russell,mercedes,27,11,1,1,Q,12,,90490,90173,,,,
1051,vettel,aston_martin,27,11,1,1,Q,13,,90677,90214,,,,
1052,ricciardo,mclaren,27,11,1,1,Q,14,,90583,90310,,,,
1053,mick_schumacher,haas,27,11,1,1,Q,15,,90645,90423,,,,
1054,kevin_magnussen,haas,27,11,1,1,Q,16,,90975,,,,,
1055,zhou,alfa,27,11,1,1,Q,17,,91020,,,,,
1056,albon,williams,27,11,1,1,Q,18,,91266,,,,,
1057,latifi,williams,27,11,1,1,Q,19,,91325,,,,,
1058,ocon,alpine,27,11,1,3,Q,20,,,,,,,
1059,max_verstappen,red_bull,27,6,14,1,R,1,3,,,,0,26.0,57
1060,leclerc,ferrari,27,6,14,1,R,2,1,,,,3786,18.0,57
1061,sainz,ferrari,27,6,14,1,R,3,2,,,,8229,15.0,57
1062,perez,red_bull,27,6,14,1,R,4,4,,,,10638,12.0,57
1063,russell,mercedes,27,6,14,1,R,5,12,,,,18582,10.0,57
1064,hamilton,mercedes,27,6,14,1,R,6,6,,,,21368,8.0,57
1065,bottas,alfa,27,6,14,1,R,7,5,,,,25073,6.0,57
1066,ocon,alpine,27,6,14,1,R,8,20,,,,28386,4.0,57
1067,albon,williams,27,6,14,1,R,9,18,,,,32365,2.0,57
1068,stroll,aston_martin,27,6,14,1,R,10,0,,,,37026,1.0,57
1069,alonso,alpine,27,6,14,1,R,11,11,,,,37128,0.0,57
1070,tsunoda,alphatauri,27,6,14,1,R,12,9,,,,40146,0.0,57
1071,ricciardo,mclaren,27,6,14,1,R,13,14,,,,40902,0.0,57
1072,latifi,williams,27,6,14,1,R,14,19,,,,49936,0.0,57
1073,latifi,williams,39,11,10,1,Q,20,,117532,,,,,
1074,mick_schumacher,haas,27,6,14,1,R,15,15,,,,73305,0.0,57
1075,kevin_magnussen,haas,27,12,14,2,R,16,16,,,,,0.0,56
1076,vettel,aston_martin,27,3,14,2,R,17,0,,,,,0.0,54
1077,gasly,alphatauri,27,9,14,2,R,18,7,,,,,0.0,45
1078,norris,mclaren,27,4,14,2,R,19,8,,,,,0.0,39
1079,zhou,alfa,27,9,14,2,R,20,17,,,,,0.0,6
1080,leclerc,ferrari,28,11,2,1,Q,1,,79861,79969,78750,,,
1081,max_verstappen,red_bull,28,11,2,1,Q,2,,80091,79219,79073,,,
1082,sainz,ferrari,28,11,2,1,Q,3,,79892,79453,79166,,,
1083,russell,mercedes,28,11,2,1,Q,4,,80218,79470,79393,,,
1084,perez,red_bull,28,11,2,1,Q,5,,80447,79830,79420,,,
1085,hamilton,mercedes,28,11,2,1,Q,6,,80252,79794,79512,,,
1086,bottas,alfa,28,11,2,1,Q,7,,80355,80053,79608,,,
1087,kevin_magnussen,haas,28,11,2,1,Q,8,,80227,79810,79682,,,
1088,ricciardo,mclaren,28,11,2,1,Q,9,,80549,80287,80297,,,
1089,mick_schumacher,haas,28,11,2,1,Q,10,,80683,80436,80368,,,
1090,norris,mclaren,28,11,2,1,Q,11,,80838,80471,,,,
1091,ocon,alpine,28,11,2,1,Q,12,,80880,80638,,,,
1092,tsunoda,alphatauri,28,11,2,1,Q,13,,80707,80639,,,,
1093,gasly,alphatauri,28,11,2,1,Q,14,,80719,80861,,,,
1094,zhou,alfa,28,11,2,1,Q,15,,80476,81094,,,,
1095,vettel,aston_martin,28,11,2,1,Q,16,,80954,,,,,
1096,alonso,alpine,28,11,2,1,Q,17,,81043,,,,,
1097,stroll,aston_martin,28,11,2,1,Q,18,,81418,,,,,
1098,albon,williams,28,11,2,1,Q,19,,81645,,,,,
1099,latifi,williams,28,11,2,1,Q,20,,81915,,,,,
1100,max_verstappen,red_bull,28,6,2,1,R,1,2,,,,0,25.0,66
1101,perez,red_bull,28,6,2,1,R,2,5,,,,13072,19.0,66
1102,russell,mercedes,28,6,2,1,R,3,4,,,,32927,15.0,66
1103,sainz,ferrari,28,6,2,1,R,4,3,,,,45208,12.0,66
1104,hamilton,mercedes,28,6,2,1,R,5,6,,,,54534,10.0,66
1105,bottas,alfa,28,6,2,1,R,6,7,,,,59976,8.0,66
1106,ocon,alpine,28,6,2,1,R,7,12,,,,75397,6.0,66
1107,norris,mclaren,28,6,2,1,R,8,11,,,,83235,4.0,66
1108,alonso,alpine,28,7,2,2,R,9,20,,,,,2.0,65
1109,tsunoda,alphatauri,28,7,2,2,R,10,13,,,,,1.0,65
1110,vettel,aston_martin,28,7,2,2,R,11,16,,,,,0.0,65
1111,ricciardo,mclaren,28,7,2,2,R,12,9,,,,,0.0,65
1112,gasly,alphatauri,28,7,2,2,R,13,14,,,,,0.0,65
1113,mick_schumacher,haas,28,7,2,2,R,14,10,,,,,0.0,65
1114,stroll,aston_martin,28,7,2,2,R,15,17,,,,,0.0,65
1115,latifi,williams,28,7,2,2,R,16,19,,,,,0.0,64
1116,kevin_magnussen,haas,28,7,2,2,R,17,8,,,,,0.0,64
1117,albon,williams,28,7,2,2,R,18,18,,,,,0.0,64
1118,zhou,alfa,28,13,2,2,R,19,15,,,,,0.0,28
1119,leclerc,ferrari,28,16,2,2,R,20,1,,,,,0.0,27
1120,leclerc,ferrari,29,11,9,1,Q,1,,72569,71864,71376,,,
1121,sainz,ferrari,29,11,9,1,Q,2,,72616,72074,71601,,,
1122,perez,red_bull,29,11,9,1,Q,3,,73004,71954,71629,,,
1123,max_verstappen,red_bull,29,11,9,1,Q,4,,72993,72117,71666,,,
1124,norris,mclaren,29,11,9,1,Q,5,,72927,72266,71849,,,
1125,russell,mercedes,29,11,9,1,Q,6,,72787,72617,72112,,,
1126,alonso,alpine,29,11,9,1,Q,7,,73394,72688,72247,,,
1127,hamilton,mercedes,29,11,9,1,Q,8,,73444,72595,72560,,,
1128,vettel,aston_martin,29,11,9,1,Q,9,,73313,72613,72732,,,
1129,ocon,alpine,29,11,9,1,Q,10,,72848,72528,73047,,,
1130,tsunoda,alphatauri,29,11,9,1,Q,11,,73110,72797,,,,
1131,bottas,alfa,29,11,9,1,Q,12,,73541,72909,,,,
1132,kevin_magnussen,haas,29,11,9,1,Q,13,,73069,72921,,,,
1133,ricciardo,mclaren,29,11,9,1,Q,14,,73338,72964,,,,
1134,mick_schumacher,haas,29,11,9,1,Q,15,,73469,73081,,,,
1135,albon,williams,29,11,9,1,Q,16,,73611,,,,,
1136,gasly,alphatauri,29,11,9,1,Q,17,,73660,,,,,
1137,stroll,aston_martin,29,11,9,1,Q,18,,73678,,,,,
1138,latifi,williams,29,11,9,1,Q,19,,74403,,,,,
1139,zhou,alfa,29,11,9,1,Q,20,,75606,,,,,
1140,perez,red_bull,29,6,20,1,R,1,3,,,,0,25.0,64
1141,sainz,ferrari,29,6,20,1,R,2,2,,,,1154,18.0,64
1142,bottas,alfa,44,11,4,1,Q,18,,85892,,,,,
1143,max_verstappen,red_bull,29,6,20,1,R,3,4,,,,1491,15.0,64
1144,leclerc,ferrari,29,6,20,1,R,4,1,,,,2922,12.0,64
1145,russell,mercedes,29,6,20,1,R,5,6,,,,11968,10.0,64
1146,norris,mclaren,29,6,20,1,R,6,5,,,,12231,9.0,64
1147,alonso,alpine,29,6,20,1,R,7,7,,,,46358,6.0,64
1148,hamilton,mercedes,29,6,20,1,R,8,8,,,,50388,4.0,64
1149,bottas,alfa,29,6,20,1,R,9,12,,,,52525,2.0,64
1150,vettel,aston_martin,29,6,20,1,R,10,9,,,,53536,1.0,64
1151,albon,williams,33,11,8,1,Q,11,,66516,66230,,,,
1152,gasly,alphatauri,29,6,20,1,R,11,17,,,,54289,0.0,64
1153,ocon,alpine,29,6,20,1,R,12,10,,,,55644,0.0,64
1154,ricciardo,mclaren,29,6,20,1,R,13,14,,,,57635,0.0,64
1155,stroll,aston_martin,29,6,20,1,R,14,18,,,,60802,0.0,64
1156,latifi,williams,29,7,20,2,R,15,19,,,,,0.0,63
1157,zhou,alfa,29,7,20,2,R,16,20,,,,,0.0,63
1158,tsunoda,alphatauri,29,7,20,2,R,17,11,,,,,0.0,63
1159,albon,williams,29,13,20,2,R,18,16,,,,,0.0,48
1160,mick_schumacher,haas,29,2,20,2,R,19,15,,,,,0.0,24
1161,kevin_magnussen,haas,29,9,20,2,R,20,13,,,,,0.0,19
1162,leclerc,ferrari,30,11,12,1,Q,1,,102865,102046,101359,,,
1163,perez,red_bull,30,11,12,1,Q,2,,102733,101955,101641,,,
1164,max_verstappen,red_bull,30,11,12,1,Q,3,,102722,102227,101706,,,
1165,sainz,ferrari,30,11,12,1,Q,4,,102957,102088,101814,,,
1166,russell,mercedes,30,11,12,1,Q,5,,103754,103281,102712,,,
1167,gasly,alphatauri,30,11,12,1,Q,6,,103268,103129,102845,,,
1168,hamilton,mercedes,30,11,12,1,Q,7,,103939,103182,102924,,,
1169,tsunoda,alphatauri,30,11,12,1,Q,8,,103595,103376,103056,,,
1170,vettel,aston_martin,30,11,12,1,Q,9,,103279,103268,103091,,,
1171,alonso,alpine,30,11,12,1,Q,10,,104083,103360,103173,,,
1172,norris,mclaren,30,11,12,1,Q,11,,104237,103398,,,,
1173,ricciardo,mclaren,30,11,12,1,Q,12,,104437,103574,,,,
1174,ocon,alpine,30,11,12,1,Q,13,,103903,103585,,,,
1175,zhou,alfa,30,11,12,1,Q,14,,103777,103790,,,,
1176,bottas,alfa,30,11,12,1,Q,15,,104478,104444,,,,
1177,kevin_magnussen,haas,30,11,12,1,Q,16,,104643,,,,,
1178,albon,williams,30,11,12,1,Q,17,,104719,,,,,
1179,latifi,williams,30,11,12,1,Q,18,,105367,,,,,
1180,stroll,aston_martin,30,11,12,1,Q,19,,105371,,,,,
1181,mick_schumacher,haas,30,11,12,1,Q,20,,105775,,,,,
1182,max_verstappen,red_bull,30,6,9,1,R,1,3,,,,0,25.0,51
1183,perez,red_bull,30,6,9,1,R,2,2,,,,20823,19.0,51
1184,russell,mercedes,30,6,9,1,R,3,5,,,,45995,15.0,51
1185,hamilton,mercedes,30,6,9,1,R,4,7,,,,71679,12.0,51
1186,gasly,alphatauri,30,6,9,1,R,5,6,,,,77299,10.0,51
1187,vettel,aston_martin,30,6,9,1,R,6,9,,,,84099,8.0,51
1188,alonso,alpine,30,6,9,1,R,7,10,,,,88596,6.0,51
1189,ricciardo,mclaren,30,6,9,1,R,8,12,,,,92207,4.0,51
1190,norris,mclaren,30,6,9,1,R,9,11,,,,92556,2.0,51
1191,ocon,alpine,30,6,9,1,R,10,13,,,,108184,1.0,51
1192,bottas,alfa,30,7,9,2,R,11,15,,,,,0.0,50
1193,albon,williams,30,7,9,2,R,12,17,,,,,0.0,50
1194,tsunoda,alphatauri,30,7,9,2,R,13,8,,,,,0.0,50
1195,mick_schumacher,haas,30,7,9,2,R,14,20,,,,,0.0,50
1196,latifi,williams,30,7,9,2,R,15,18,,,,,0.0,50
1197,stroll,aston_martin,30,12,9,2,R,16,19,,,,,0.0,46
1198,kevin_magnussen,haas,30,16,9,2,R,17,16,,,,,0.0,31
1199,zhou,alfa,30,9,9,2,R,18,14,,,,,0.0,23
1200,leclerc,ferrari,30,16,9,2,R,19,1,,,,,0.0,21
1201,sainz,ferrari,30,9,9,2,R,20,4,,,,,0.0,8
1202,max_verstappen,red_bull,31,11,16,1,Q,1,,92219,83746,81299,,,
1203,alonso,alpine,31,11,16,1,Q,2,,92277,84848,81944,,,
1204,sainz,ferrari,31,11,16,1,Q,3,,92781,85197,82096,,,
1205,hamilton,mercedes,31,11,16,1,Q,4,,93841,85543,82891,,,
1206,kevin_magnussen,haas,31,11,16,1,Q,5,,92957,86254,82960,,,
1207,mick_schumacher,haas,31,11,16,1,Q,6,,93707,85684,83356,,,
1208,ocon,alpine,31,11,16,1,Q,7,,93012,86135,83529,,,
1209,russell,mercedes,31,11,16,1,Q,8,,93160,84950,83557,,,
1210,ricciardo,mclaren,31,11,16,1,Q,9,,93636,86375,83749,,,
1211,zhou,alfa,31,11,16,1,Q,10,,93692,86116,84030,,,
1212,bottas,alfa,31,11,16,1,Q,11,,93689,86788,,,,
1213,albon,williams,31,11,16,1,Q,12,,94047,86858,,,,
1214,perez,red_bull,31,11,16,1,Q,13,,93929,93127,,,,
1215,norris,mclaren,31,11,16,3,Q,14,,94066,,,,,
1216,leclerc,ferrari,31,11,16,3,Q,15,,93008,,,,,
1217,gasly,alphatauri,31,11,16,1,Q,16,,94492,,,,,
1218,vettel,aston_martin,31,11,16,1,Q,17,,94512,,,,,
1219,stroll,aston_martin,31,11,16,1,Q,18,,95532,,,,,
1220,latifi,williams,31,11,16,1,Q,19,,95660,,,,,
1221,tsunoda,alphatauri,31,11,16,1,Q,20,,96575,,,,,
1222,max_verstappen,red_bull,31,6,13,1,R,1,1,,,,0,25.0,70
1223,sainz,ferrari,31,6,13,1,R,2,3,,,,993,19.0,70
1224,hamilton,mercedes,31,6,13,1,R,3,4,,,,7006,15.0,70
1225,russell,mercedes,31,6,13,1,R,4,8,,,,12313,12.0,70
1226,leclerc,ferrari,31,6,13,1,R,5,19,,,,15168,10.0,70
1227,ocon,alpine,31,6,13,1,R,6,7,,,,23890,8.0,70
1228,bottas,alfa,31,6,13,1,R,7,11,,,,25247,6.0,70
1229,zhou,alfa,31,6,13,1,R,8,10,,,,26952,4.0,70
1230,alonso,alpine,31,6,13,1,R,9,2,,,,29945,2.0,70
1231,stroll,aston_martin,31,6,13,1,R,10,17,,,,38222,1.0,70
1232,ricciardo,mclaren,31,6,13,1,R,11,9,,,,43047,0.0,70
1233,vettel,aston_martin,31,6,13,1,R,12,16,,,,44245,0.0,70
1234,albon,williams,31,6,13,1,R,13,12,,,,44893,0.0,70
1235,gasly,alphatauri,31,6,13,1,R,14,15,,,,45183,0.0,70
1236,norris,mclaren,31,6,13,1,R,15,14,,,,52145,0.0,70
1237,latifi,williams,31,6,13,1,R,16,18,,,,59978,0.0,70
1238,kevin_magnussen,haas,31,6,13,1,R,17,5,,,,68180,0.0,70
1239,tsunoda,alphatauri,31,2,13,2,R,18,20,,,,,0.0,47
1240,mick_schumacher,haas,31,16,13,2,R,19,6,,,,,0.0,18
1241,perez,red_bull,31,9,13,2,R,20,13,,,,,0.0,7
1242,sainz,ferrari,32,11,17,1,Q,1,,100190,101602,100983,,,
1243,max_verstappen,red_bull,32,11,17,1,Q,2,,99129,100655,101055,,,
1244,leclerc,ferrari,32,11,17,1,Q,3,,99846,101247,101298,,,
1245,perez,red_bull,32,11,17,1,Q,4,,100521,102513,101616,,,
1246,hamilton,mercedes,32,11,17,1,Q,5,,100428,101062,101995,,,
